id,local_no_artigo,afirmacao,numero_antigo,numero_novo,direcao_preservada,status_estatistico_mudou,estado_final,sensivel_ao_desempate,risco,nota
A-11,secao pue (L295),"Nas 12 configuracoes de referencia, o algoritmo de menor kWh coincide com o de menor gCO2e em 9 de 12 casos.","9/12; erros de proxy de 1,5%, 0,3% e 1,31x nos divergentes","10/12 coincidências. As duas divergências são az-anticorr-folgada (menor kWh em first_fit, menor gCO2e em followme_s, razão de erro do proxy de 1,6076×, isto é, +60,7645%) e go-anticorr-folgada (menor kWh em ffd, menor gCO2e em followme_s, razão 1,3947×, +39,4666%). Em 0 das 12 configurações há empate no topo de qualquer das duas métricas [origem: ../reanalise-canonica/out/vencedores_por_celula_metrica.csv] [origem: ../reanalise-canonica/out/a11_proxy_12_referencia.csv] [origem: ../reanalise-canonica/out/nivel3_extracoes.txt#A-11]",parcial,nao,reformulada,sim,alto,"Contagem de argmin: trocar o vencedor de uma configuração muda a contagem. Os erros de proxy de 1,5% e 0,3% estão dentro do deslocamento medido. A contagem MELHORA, de 9/12 para 10/12, e ainda assim a afirmação tem de ser reformulada — este é o caso em que olhar só o número levaria à conclusão errada. O que sustenta a frase do artigo não é a contagem: é a glosa de que os poucos casos divergentes envolvem erros pequenos, de 1,5% e 0,3%, com uma única exceção de 1,31×. Sob o binário canônico as duas divergências restantes são ambas grandes: 1,61× e 1,39×, ou seja, +61% e +39% de emissão a mais ao selecionar pelo critério de energia. O caso ""pequeno"" desapareceu e o que sobra é uniformemente severo. A leitura correta inverte o sentido da frase. Antes: o proxy de energia erra em 3 de 12 casos, e quase sempre erra pouco. Agora: o proxy erra em 2 de 12 casos, e quando erra, erra por uma margem que inviabiliza o uso do proxy. A conclusão de fundo do artigo — energia não é substituto de carbono — sai reforçada, mas por um argumento diferente do publicado. As duas divergências ocorrem exatamente nas duas configurações de sinal anticorrelacionado, que é onde a discordância entre os dois critérios é esperada por construção do cenário. A ausência de empates no topo (0/12) afasta a hipótese de que a contagem esteja sendo decidida por desempate entre valores idênticos. Marcada como sensível ao desempate porque a contagem é uma soma de decisões de argmin e uma das três divergências antigas trocou de lado; as 12 células de referência têm n = 30 na campanha canônica contra n = 10 na antiga, de modo que parte do deslocamento pode vir de tamanho de amostra, mas a mudança qualitativa — desaparecimento dos erros pequenos — não é efeito de poder estatístico."
A-12,resumo; secao desenho,"Com migracao desabilitada, a alocacao dos tres algoritmos com migracao e identica a da heuristica estatica de menor carbono.","identidade por construcao, explicada a partir do codigo-fonte","Verificação em nível de evento sobre 780 pares (migrador × semente), 26 células e 3 migradores: 380/780 com sequência de posicionamento idêntica à de lowest_carbon_dc — follow_renewables 180/260, cnemesis 100/260 e followme_s 100/260. Das 160 execuções com ZERO migrações, 160 têm alocação idêntica: a identidade por construção vale exatamente onde não há migração. Onde diverge, diverge em massa — de 523 a 6.573 VMs com destino diferente, com 0 casos intermediários entre 1 e 10 VMs. Há ainda 220 execuções que migram e mesmo assim mantêm alocação idêntica, todas em células do Azure [origem: ../alocacao-identica/out/alocacao-run-010-fase1-canonica-seeds42-51.tsv] [origem: ../alocacao-identica/out/alocacao-run-011-fase23-canonica-seeds42-51.tsv] [origem: ../alocacao-identica/relatorio-alocacao-identica.md#1-resultado-direto] [origem: ../reanalise-canonica/out/nivel3_extracoes.txt#A-12]",parcial,nao,reformulada,indeterminado,medio,"A emenda exige revalidar esta identidade EM NÍVEL DE EVENTO na Etapa 3, e não apenas por argumento de código. A sonda A/B mostrou que follow_renewables compartilha comparador com algoritmos alterados [origem: relatorio-nivel1-sonda-ab.md#4-achado-que-amplia-o-escopo-do-problema], o que torna o argumento de código insuficiente como única evidência. A revalidação mostrou que a afirmação, como enunciada, é falsa: 400 dos 780 pares divergem. O argumento de código estava certo sobre o mecanismo e errado sobre o escopo. A identidade não é uma propriedade dos três algoritmos com migração; é uma propriedade das execuções em que a migração não é acionada, e nessas ela vale sem exceção — 160 de 160. A estrutura da divergência é informativa e precisa entrar no texto: não há caso intermediário. Ou a alocação é idêntica, ou difere em centenas a milhares de VMs. Isso é consistente com um único ponto de bifurcação propagando-se por toda a execução, e não com ruído de desempate espalhado. Também é preciso distinguir alocação idêntica de resultado idêntico: 220 execuções migram e ainda assim terminam com a mesma sequência de posicionamento, ao passo que followme_s e cnemesis nunca são equivalentes em métrica [origem: ../alocacao-identica/relatorio-alocacao-identica.md#2-o-que-e-identico-e-o-que-nao-e]. `sensivel_ao_desempate` é `indeterminado`, e por um motivo estrutural, não por falta de trabalho: o lado antigo desta afirmação não é uma medição, é um argumento sobre o código-fonte. Não existe número antigo sobre a mesma população contra o qual medir deslocamento, e portanto não há como atribuir a diferença ao desempate nem descartá-la. O que se sabe é que a identidade vale exatamente onde não há migração, e essa condição não depende de política de desempate. Ressalva herdada RE-5: a chave final de desempate é `vm_id`, o que torna a sequência de posicionamento determinística mas dependente da ordem de identificadores; isso precisa constar das ameaças à validade."
A-13,secao resultados negativos (L303),"follow_renewables ficou inerte em todas as configuracoes de carga moderada (0 migracoes), com resultados identicos aos de lowest_carbon_dc.",0 migracoes; identico em 10/10 seeds,"No recorte da fase 1, que é a base de evidência da frase publicada: as 8 configurações de carga moderada são todas inertes (0 migrações) e a alocação é idêntica à de lowest_carbon_dc em 10/10 sementes. Sobre a campanha canônica inteira, follow_renewables é inerte em 14 das 17 configurações de carga moderada, com três exceções — geo3-az-realjun-folgada (8.793 migrações em 10 sementes), geo3-go-realjun-folgada (5.263) e hetcap-az-realjun-folgada (4.967) —, e tem alocação idêntica em 18 das 26 células [origem: ../../runs/run-011-fase23-canonica-seeds42-51/processed/fase23_summary_metrics.csv] [origem: ../../runs/run-010-fase1-canonica-seeds42-51/processed/fase1_summary_metrics.csv] [origem: ../reanalise-canonica/out/nivel3_extracoes.txt#A-13] [origem: ../alocacao-identica/relatorio-alocacao-identica.md#1-resultado-direto]",sim,nao,preservada,nao,baixo,"Consistente com a sonda: follow_renewables foi idêntico em todas as células de carga folgada cobertas. Zero migrações é um estado discreto, não uma diferença marginal. A afirmação é preservada exatamente: no escopo em que foi medida — a fase 1 — os dois números do artigo, 0 migrações e identidade em 10/10 sementes, valem em 8 de 8 configurações de carga moderada sob o binário canônico. `sensivel_ao_desempate` é `nao` com base medida: inércia é um estado discreto, e nenhuma das 8 configurações trocou de estado. Correção obrigatória de ESCOPO, e ela não é efeito do desempate. A frase do artigo (L303) diz ""em todas as configurações de carga moderada"", sem qualificação, mas a evidência que a sustenta é da fase 1. Estendida à campanha inteira, a frase é falsa em três configurações: geo3-az, geo3-go e hetcap-az-realjun, onde follow_renewables migra milhares de vezes. O texto precisa restringir explicitamente o escopo, ou declarar as três exceções. Registra-se que esse erro de escopo é ANTERIOR ao binário canônico e independe dele: na campanha superseded as MESMAS três configurações também apresentavam migração de follow_renewables — 8.249, 5.347 e 4.057 migrações, respectivamente [origem: ../../runs/run-005-fase23-seeds42-51/processed/fase23_summary_metrics.csv]. Por isso o estado é `preservada` e não `reformulada`: o que a comparação antigo × novo mede é o que muda com a política de desempate, e aqui nada mudou. A generalização indevida é defeito de redação do artigo, a ser corrigido na etapa de escrita, não uma consequência da campanha canônica."
A-14,secao sinal (L228),"Controle negativo flat: ranking por gCO2e converge ao ranking por kWh e a razao gCO2e/kWh e 475,0 exata.","tau = 1,000 nas 4 configuracoes; razao 475,0 exata em 440/440 execucoes","τ_b entre os rankings por gCO2e e por kWh igual a 1,0000 nas 4 configurações flat (az-flat-alta, az-flat-folgada, go-flat-alta, go-flat-folgada), com controle_ok = True nas quatro. A razão gCO2e/kWh nas células flat vale 475,000000000 em 1.320 execuções, com mínimo igual ao máximo e desvio máximo de 475,0 igual a 4,076e-11 [origem: ../../runs/run-010-fase1-canonica-seeds42-51/checks/physical-checks.txt] [origem: ../reanalise-canonica/out/a14_controle_flat.csv] [origem: ../reanalise-canonica/out/nivel3_extracoes.txt#A-14]",sim,nao,preservada,nao,baixo,"A razão 475,0 é uma identidade de unidades e não pode mudar com o desempate; é verificada mecanicamente em checks/physical_checks.py (C2). O τ = 1,000 decorre dela. Baixo risco, mas recomputado do mesmo jeito. Confirmado. É o controle negativo do desenho e ele passa: sob sinal de carbono uniforme no espaço e no tempo, o ranking por emissão colapsa no ranking por energia, e a razão entre as duas métricas é a constante do fator de emissão. `sensivel_ao_desempate` é `nao` por razão estrutural, não estatística: a razão é uma identidade aritmética entre duas colunas da mesma execução, e nenhuma política de desempate pode alterá-la. Ajuste de redação necessário: o artigo diz ""razão 475,0 exata"" e a verificação canônica encontra desvio máximo de 4,076e-11, que é erro de representação em ponto flutuante. A palavra ""exata"" deve ser qualificada como ""exata até o erro de representação em ponto flutuante"". Não é resultado novo; é precisão de linguagem. A contagem de execuções sobe de 440 para 1.320 porque as células flat da fase 1 passaram a ter 30 sementes. A propriedade vale nas 1.320."
A-15,secao sinal (L228),Equivalencia de lowest_carbon_dc a best_fit e a ffd dentro de +-1% nas duas configuracoes flat sob carga alta.,"TOST p = 0,00098","As quatro equivalências continuam valendo, com folga: diferença de -0,032% a +0,355% dentro da janela de ±1%; TOST p bruto de 9,31e-10 a 4,66e-09 e p sob Holm m = 4 de 3,73e-09 a 5,59e-09, contra 0,00098 antes [origem: ../reanalise-canonica/out/a15_equivalencia_estaticos.csv]",sim,nao,preservada_com_magnitude_revisada,sim,alto,"Equivalência de ±1% envolvendo ffd, que foi alterado. A queda do p em seis ordens de grandeza NÃO é ganho de evidência: 0,00098 é o piso do teste exato com n = 10 e 9,31e-10 é o piso com n = 30. Os dois valores dizem a mesma coisa — ""o menor p que este desenho permite"" — e o texto não pode apresentar o segundo como resultado mais forte. Marcada como sensível ao desempate porque as grandezas por trás da equivalência se moveram: em az-flat-alta, best_fit teve efeito de +0,1074% em total_gco2 e de +8,92% em total_unplaced_vms entre a campanha antiga e a canônica [origem: out/nivel2_agregados.csv]. A conclusão sobreviveu ao deslocamento; a magnitude, não."
A-16,secao rede (L260); resultados negativos (L303),Indicador de sobrealocacao de CPU discrimina apenas os migradores; a rede restrita nao gerou sobrealocacao adicional.,0 ocorrencias nos 8 estaticos em 1.320/1.320 linhas da primeira etapa e 0/320 na rede restrita,"0 de 4.960 execuções dos 8 algoritmos estáticos com o indicador acima de zero, sobre a campanha canônica inteira — 30 células e 6.820 execuções —, contra 1.322 de 1.860 execuções dos 3 algoritmos com migração. Sob rede restrita: 0 casos de surgimento e 0 casos de piora do máximo em 44 contrastes pareados pelas sementes 42-51, com os estáticos em 0 de 320 execuções [origem: ../reanalise-canonica/out/a16_sobrealocacao_por_algoritmo.csv] [origem: ../reanalise-canonica/out/a16_net100_x_base.csv]",sim,nao,preservada,nao,baixo,"Contagem de zeros. Só muda se o desempate criar sobrealocação onde não havia — e não criou, em nenhuma das 4.960 execuções dos estáticos. Como o valor é o mesmo zero sob os dois binários, a insensibilidade ao desempate aqui é observada, não presumida. Dois cuidados na redação. Primeiro, os denominadores antigos foram rastreados e conferem: ""1.320"" é 12 células × 11 algoritmos × 10 sementes, sobre a matriz efetiva de doze células do script antigo [origem: ../run004/fase1_run004_critique_analysis.py#L37-L44], e ""0/320"" é 4 células net100 × 8 estáticos × 10 sementes. Ambos são recortes próprios da campanha canônica, em que o zero também vale. O texto deve citar os denominadores canônicos, maiores, e não os antigos. Segundo, a contagem do lado dos migradores (1.322/1.860) não tem contrapartida no número antigo: é número novo, não comparação, e não pode ser apresentado como confirmação de nada. A proposição (b) foi verificada na forma forte — sobre o máximo por contraste, não sobre a média —, e o lado base foi restrito às sementes 42-51 para que a comparação não misturasse tamanho de amostra. Nota de nomenclatura: o indicador é `final_sla_violations`, mas conta VM-ticks em hospedeiro sobrecomprometido em CPU [origem: ../../../../../algorithms-simgrid/src/metrics/sla.cpp]. O artigo já o chama de indicador de sobrealocação, que é a leitura correta; o nome do campo é mais forte que a grandeza e não deve vazar para o texto."
A-17,secao hetcap (L287),"Sob hetcap, os gulosos de carbono sao penalizados no perfil realjun e beneficiados sob anticorr.","lowest_carbon_dc +108,7% (5.475 -> 11.427 gCO2e; posto 3 para 5), follow_renewables +72,5%, wsnb +84,8%, contra 13% a 23% dos cegos; vantagem cai de 61,0% para 36,0%; fracao de alocacoes em paris de 38,7% para 14,5%; sob anticorr todos melhoram (-0,02% a -17,0%) e a vantagem sobe de 41,7% para 44,3%","Sob realjun, `lowest_carbon_dc` +101,54% (5.977 -> 12.047 gCO2e), `followme_s` +91,62%, `cnemesis` +80,26%, `wsnb` +75,42% e `follow_renewables` +60,13%, contra +11,86% a +23,06% dos genéricos; a vantagem do melhor sensível a carbono sobre o melhor genérico cai de 58,4% para 34,3%. Sob anticorr todos melhoram, de -0,56% (`wsnb`) a -17,24% (`round_robin`), e a vantagem sobe de 37,0% para 41,9%. No nível de evento, a fração de alocações em paris de `lowest_carbon_dc` cai de 34,16% para 10,61% sob realjun. Os 22 contrastes de variação são significativos após Holm com família de 11 por célula (p_Holm = 0,0215). O posto de `lowest_carbon_dc` sob realjun vai de 3,5 para 5 — não de 3 para 5: na célula-base ele EMPATA exatamente com `follow_renewables` (5.977 gCO2e nos dois), e por midrank os dois ocupam 3,5 [origem: ../reanalise-canonica/out/a17_delta_gco2_por_algoritmo.csv] [origem: ../reanalise-canonica/out/a17_postos.csv] [origem: ../reanalise-canonica/out/a17_vantagem_ca_vs_gb.csv] [origem: ../reanalise-canonica/out/a17_alocacoes_no_limpo.csv] [origem: ../reanalise-canonica/out/a17_digest.txt]",sim,nao,preservada_com_magnitude_revisada,sim,medio,"O mecanismo se confirma inteiro: sob capacidade heterogênea o data center mais limpo satura, os gulosos de carbono transbordam para os sujos e pagam mais que os cegos; sob anticorr o mesmo deslocamento os favorece em termos relativos. Nenhuma das quatro partes muda de direção, e nenhuma muda de status estatístico — as 22 variações são significativas após Holm, e a comparação antiga não carregava teste, de modo que nada que era significativo deixou de ser. Todas as magnitudes se deslocaram, e é por isso que o campo de sensibilidade é `sim`: +108,7% -> +101,54%, +72,5% -> +60,13%, +84,8% -> +75,42%, vantagem 61,0/36,0 -> 58,4/34,3, fração em paris 38,7/14,5 -> 34,16/10,61. Todos os números publicáveis desta seção têm de ser reescritos. Dois pontos exigem cuidado no texto, e nenhum deles é ""detalhe de arredondamento"". Primeiro, o POSTO: o cálculo antigo usava `rank(method=""min"")` [origem: ../run005/fase23_run005_critique_analysis.py#L247] e por isso escrevia ""3 para 5""; sob midrank, que é a regra fixada em RE-2, a célula-base tem empate exato entre `follow_renewables` e `lowest_carbon_dc` e o posto correto é 3,5. Escrever ""3"" no artigo seria deixar a ordem de identificador decidir posição — exatamente o que a emenda proíbe. Segundo, esse empate QUEBRA sob hetcap: os dois algoritmos continuam com a MESMA fração de alocações em paris (10,61%), mas `follow_renewables` vai ao posto 1 e `lowest_carbon_dc` ao posto 5. A degenerescência entre eles é de alocação, não de migração, e a capacidade heterogênea é o cenário que a expõe. Isso é achado, não ruído, e vale citação no texto. O extremo -0,02% sob anticorr, sinalizado como frágil na triagem a priori, virou -0,56% (`wsnb`): 28 vezes maior em magnitude, mas ainda o menor ganho da célula e ainda significativo. A ordem de grandeza citada no artigo muda de ""praticamente nulo"" para ""meio ponto percentual"". `wsnb` depende também do gate RE-1: seu resultado usa o hash FNV-1a canônico [origem: ../../experiment-manifest-emenda-desempate.yaml#RE-1]. As células-base foram restritas às sementes 42-51 para pareá-las com as células hetcap, que têm 10; sem esse recorte a comparação mediria também o tamanho da amostra. O efeito do recorte é pequeno mas não nulo, e está medido: a vantagem em az-realjun-folgada é 58,4% com 10 sementes e 58,7% com 30, e em az-anticorr-folgada 37,0% contra 37,8% [origem: ../reanalise-canonica/out/a17_digest.txt]."
A-18,secao decisoes (L274),Perfil intra x inter data center das migracoes e re-migracao repetida.,"cnemesis 100% intra em carga moderada (60/60 seeds) e ~86% inter em carga alta; follow_renewables sempre inter; followme_s 69,6%/79,3%/54,6% intra em carga moderada e 22,3% em carga alta; re-migracao de ate 14-16 vezes para cnemesis","No recorte comparável — as mesmas 8 células e as mesmas sementes 42-51 do cálculo antigo — `cnemesis` mantém 60 de 60 execuções com 100% de migrações dentro do mesmo data center em carga moderada, e em carga alta passa de ~86% para **88,4%** entre data centers; `follow_renewables` continua 100% entre data centers em toda execução em que migra; `followme_s` vai de 69,6/79,3/54,6% para **69,9/93,8/51,6%** de migrações internas nas três células-base de carga moderada e de 22,3% para **15,8%** em carga alta; a re-migração máxima de `cnemesis` sobe de 14-16 para **20** decisões emitidas para a mesma VM. Sobre a campanha canônica inteira — 1.860 execuções, 30 células × 3 algoritmos com migração — o perfil é outro: `cnemesis` tem 320 de 350 execuções de carga moderada com 100% internas, e as 30 exceções estão em três células de intervenção estrutural (geo3-az 2,3%, geo3-go 41,8%, hetcap-az-realjun 47,0%); em carga alta a fração interna média é 33,8%, puxada pelas duas células de sinal constante, em que ela é 100%. `followme_s` fica entre 18,7% e 97,2% em carga moderada e entre 9,8% e 39,4% em carga alta, sem nenhuma execução em 0% ou 100%. `follow_renewables` não emite migração alguma em 360 das 620 execuções, distribuídas por 16 células. O máximo de decisões de migração emitidas para uma mesma VM é 21, e ele é atingido tanto por `cnemesis` quanto por `followme_s` [origem: ../reanalise-canonica/out/a18_perfil_por_execucao.csv] [origem: ../reanalise-canonica/out/a18_perfil_agregado.csv] [origem: ../reanalise-canonica/out/a18_recorte_comparavel.csv] [origem: ../reanalise-canonica/out/a18_digest.txt]",parcial,nao,reformulada,sim,medio,"A ordenação qualitativa entre os três algoritmos se mantém — `cnemesis` consolida dentro do data center, `follow_renewables` só migra entre data centers, `followme_s` fica no meio — e é por isso que a direção é `parcial` e não `nao`. O que não se sustenta é a forma UNIVERSAL das frases, e por dois motivos distintos. Primeiro, o escopo. ""`cnemesis` migra 100% dentro do data center em carga moderada"" vale nas oito células do cálculo antigo, todas de nove data centers com capacidade homogênea, e NÃO vale nas intervenções estruturais: sob geo3 (três data centers) a fração interna cai a 2,3%, e sob capacidade heterogênea a 47,0%. Isso não é ruído de desempate, é o efeito do cenário, e a frase do artigo tem de nomear a topologia em que vale. Pela mesma razão, ""em carga alta migra majoritariamente entre data centers"" tem exceção declarável: sob sinal de carbono constante (`az-flat-alta`, `go-flat-alta`) ela é 100% interna, o que é coerente com não haver gradiente de carbono a perseguir. Segundo, a re-migração. O número antigo, ""até 14-16 vezes para `cnemesis`"", muda em três aspectos ao mesmo tempo: sobe para 20 no mesmo recorte, chega a 21 na campanha completa, e deixa de ser característica de `cnemesis`, porque `followme_s` atinge o mesmo 21. Citar o valor como peculiaridade de um algoritmo seria falso sob a campanha canônica. A sensibilidade ao desempate é `sim` com evidência isolada: no recorte em que células e sementes são idênticas e a única diferença é a política de desempate, `followme_s` em go-realjun-folgada sai de 79,3% para 93,8% de migrações internas — 14,5 pontos — e o máximo de re-migração de `cnemesis` sai de 14-16 para 20. São exatamente as grandezas que a sonda de nível de evento previa deslocar, por dependerem de qual hospedeiro foi escolhido. `status_estatistico_mudou` é `nao` porque a afirmação nunca carregou teste: são contagens estruturais sobre o traço, e este cálculo deliberadamente não inventou uma família de testes para elas. Ressalva obrigatória herdada, e aqui ela é central: R-MIG-EMITIDAS — `decisions.jsonl` registra migrações EMITIDAS, não concluídas [origem: ../../consensus.md#8]. Toda frase sobre ""a VM foi migrada N vezes"" tem de ser escrita como ""N decisões de migração foram emitidas para a mesma VM"". Vale também R-DOWNTIME-FIXO, porque o perfil intra/inter é o que determina o custo de rede de cada migração. Uma consequência de escrita: as 360 execuções em que `follow_renewables` não emite migração alguma tornam ""migra sempre entre data centers"" verdadeira mas vazia em 16 das 30 células. O artigo deve dizer em quantas execuções ela de fato migra antes de caracterizar o perfil."
A-19,secao migracao (L256),"Dos 28 contrastes migrador x configuracao, 27 venceram simultaneamente em gCO2e e kWh, com economia por GiB migrado.","27/28 (1 caso dominado, declarado); 0,0086 a 0,2198 gCO2e por GiB migrado","No recorte comparável — as mesmas 12 células e as mesmas sementes 42-51 do cálculo antigo, de modo que a única diferença é o desempate — a elegibilidade é reproduzida exatamente (28 de 36) e a contagem passa de 27/28 para **28/28**: o caso dominado desaparece. A razão sobe de 0,0086-0,2198 para 0,0108-0,3741 gCO2e por GiB. Sobre a campanha canônica inteira, que é o que o artigo deve reportar: 74 contrastes elegíveis de 90, 67 vencem em gCO2e e em kWh, 7 são dominados e 0 empatam; razão de 0,0009 a 0,8473, mediana 0,0621 [origem: ../reanalise-canonica/out/a19_custo_beneficio.csv] [origem: ../reanalise-canonica/out/a19_digest.txt]",sim,sim,reformulada,sim,alto,"Contagem sobre decisões binárias, e o tráfego de migração foi a métrica mais deslocada na sonda (até 8,16%). A sensibilidade se confirmou: com células e sementes idênticas, o único caso dominado do número antigo deixou de existir. `status_estatistico_mudou` registra essa mudança de classificação (dominado → vence em ambas), não mudança de p — a afirmação não carrega teste. A frase do artigo precisa ser reescrita por três motivos independentes. Primeiro, ""1 caso dominado, declarado"" não é mais verdade no recorte antigo. Segundo, o artigo canônico reporta a campanha inteira, e aí são 7 dominados em 74 — mais casos e denominador maior. Terceiro, a razão por GiB quase quadruplica no extremo superior (0,2198 → 0,8473 na campanha completa), o que muda a ordem de grandeza citada. Os 7 dominados devem ser nomeados, não somados: dois deles (go-realjan-alta e go-realjun-alta, cnemesis) MUDAM de categoria ao restringir às sementes 42-51, isto é, a classificação depende do tamanho da amostra, e os dois estão a +0,049% em kWh — dentro da faixa em que a dominação é decidida por margem desprezível. Ressalvas obrigatórias herdadas: R-MIGBYTES-V2 e R-MIG-EMITIDAS (majors — `total_mig_bytes` conta bytes realmente transferidos, em MiB, e `total_migrations` conta migrações EMITIDAS, não concluídas), R-DIRTY-CPU, R-DOWNTIME-FIXO e R-CARBON-SINTETICO [origem: ../../consensus.md#8]."
A-20,secao ranking (L248),Robustez do ranking a carga de trabalho fora das flat.,"rho de Spearman azure x google entre 0,855 e 0,991 (p <= 8,1e-4)","No escopo da afirmação — os 8 pares fora das configurações flat — ρ de Spearman entre 0,8636 e 0,9909, com p máximo de 6,117e-04 e p sob Holm m = 10 de no máximo 1,835e-03. Sobre os 10 pares azure × google, incluindo as flat, ρ vai de 0,6759 a 0,9909, com mediana 0,9453; 10/10 significativos a 0,05 sem correção e 10/10 sob Holm m = 10. Os dois pares flat, fora do escopo da afirmação, são os dois menores: 0,6759 em flat-folgada e 0,7685 em flat-alta [origem: ../reanalise-canonica/out/a20_azure_x_google.csv] [origem: ../reanalise-canonica/out/a20_azure_x_google_holm.csv] [origem: ../reanalise-canonica/out/nivel3_extracoes.txt#A-20]",sim,nao,preservada_com_magnitude_revisada,sim,medio,"A afirmação sobrevive, e a correspondência com o número antigo é boa: a faixa publicada, 0,855 a 0,991 com p ≤ 8,1e-04, passa a 0,8636 a 0,9909 com p ≤ 6,117e-04. O teto é idêntico em três casas e o piso sobe 0,009. É a afirmação de risco médio que menos se moveu. O escopo importa e quase induz a erro. A frase do artigo (L248) começa com ""Fora das flat"", e é só nesse recorte que a faixa vale. Calculada sobre os 10 pares, incluindo as duas configurações flat, a faixa cairia para 0,6759 a 0,9909, o que aparentaria colapso da robustez. Não é colapso: as células flat têm sinal de carbono uniforme por construção e o ranking ali é decidido por energia, de modo que a correlação entre provedores mede outra coisa. Registram-se os dois valores para que ninguém reconstrua a faixa sobre a população errada. Marcada como sensível ao desempate porque os extremos se moveram e porque a afirmação é sobre ordenação de 11 algoritmos, que é o objeto mais exposto do desenho. O deslocamento é pequeno em termos absolutos, mas está presente nos dois extremos. Decisão de método registrada: a correção de Holm sobre a família de 10 pares azure × google não existe em nenhum artefato da campanha antiga — ela é calculada aqui, e por isso vem rotulada como nova. Sob Holm nenhuma correlação perde significância, o que torna a robustez da afirmação independente da escolha de corrigir ou não. Ressalva independente do desempate: correlação entre rankings de 11 elementos com n = 11 tem poder limitado; a significância aqui atesta a concordância dos rankings, não a magnitude do efeito de carbono."
A-21,secao ranking (L248),Inversao de posicao entre regimes de carga: cnemesis cai de 1o a 3o e follow_renewables sobe de 3o a 1o.,"cnemesis 1o em 3 configuracoes de carga moderada, 3o sob carga alta; follow_renewables de 3o a 1o nas 4 configuracoes de carga alta com sinal variavel; podio estrutural: cnemesis 5, followme_s 3, follow_renewables 2; ffd 2o em geo3-go","Primeiros colocados nas 22 configurações, por posto médio com empates por midrank: followme_s 13, follow_renewables 5, cnemesis 3 e ffd 1. cnemesis NÃO é primeiro em nenhuma das 6 configurações de referência de carga moderada (postos médios 2,0 em az-anticorr-folgada, az-realjun-folgada, go-anticorr-folgada e go-realjun-folgada; 3,0 em go-flat-folgada; 4,0 em az-flat-folgada) e é terceiro em 4 das 6 de carga alta (1,0 em az-flat-alta e 2,0 em go-flat-alta). follow_renewables sobe de 3,5 — posto médio de empate exato com lowest_carbon_dc — a 1º nas 4 configurações de carga alta com sinal variável. Pódio nas 10 configurações estruturais: followme_s 7, cnemesis 2, follow_renewables 1. Em geo3-go-realjun-folgada, ffd tem posto médio 5,0, e o segundo colocado é lowest_carbon_dc [origem: ../reanalise-canonica/out/rankings_postos_medios.csv] [origem: ../reanalise-canonica/out/vencedores_por_celula_metrica.csv] [origem: ../reanalise-canonica/out/nivel3_extracoes.txt#A-21]",parcial,nao,reformulada,sim,alto,"Envolve os quatro algoritmos alterados e posições de pódio. É a afirmação mais alterada da matriz depois de A-06. Dos quatro componentes da frase publicada, um se preserva, dois se invertem e um está simplesmente errado. Preservado: follow_renewables sobe a 1º nas quatro configurações de carga alta com sinal variável. O ponto de partida, porém, muda de significado — o ""3º"" do artigo é na verdade posto médio 3,5, isto é, um empate exato com lowest_carbon_dc, que é a inércia já documentada em A-13. A subida é real; a posição de origem precisa ser descrita como empate, não como terceiro lugar. Invertido: ""cnemesis 1º em 3 configurações de carga moderada"" não tem mais suporte algum — cnemesis não é primeiro em NENHUMA das 6 configurações de referência de carga moderada. E ""3º sob carga alta"" vale em 4 das 6, não em todas; nas duas flat ele sobe, chegando a 1º em az-flat-alta. O sentido da frase, que é o de uma troca de posição entre regimes de carga, se inverte: cnemesis agora vai relativamente MELHOR sob carga alta nas flat e não domina a carga moderada. Invertido: o pódio estrutural passa de ""cnemesis 5, followme_s 3, follow_renewables 2"" para ""followme_s 7, cnemesis 2, follow_renewables 1"". followme_s deixa de ser coadjuvante e passa a dominar as intervenções estruturais. Errado: ""ffd 2º em geo3-go"" — ffd tem posto médio 5,0 naquela configuração, e o segundo colocado é lowest_carbon_dc. O exemplo citado no artigo tem de ser trocado ou removido. `status_estatistico_mudou` é `nao` por vacuidade: a afirmação é sobre ordenação e não carrega decisão de significância, nem antes nem agora. É justamente por isso que ela é a mais exposta ao desempate — posições de pódio decididas por margens estreitas são o objeto que a política de desempate governa diretamente. Ressalva herdada de RE-2: empates entram como posto médio (midrank) e contam para todos os algoritmos empatados na contagem de primeiros colocados; nenhuma ordem de identificador ou de linha escolhe vencedor. Por isso a soma dos primeiros colocados é exatamente 22."
